year,month,date,CO2
1977,1,21,333.15
1977,1,22,333.32
1977,1,23,333.38
1977,1,24,332.86
1977,1,25,332.9
1977,1,28,332.65
1977,1,29,333.33
1977,1,30,332.75
1977,2,1,333.05
1977,2,2,333.15
1977,2,7,332.92
1977,2,8,333.06
1977,2,11,333.65
1977,2,12,333.28
1977,2,15,332.79
1977,2,16,333.03
1977,2,17,333.6
1977,2,18,333.29
1977,2,19,333.04
1977,2,20,332.78
1977,2,21,332.94
1977,2,22,333.69
1977,2,23,333.07
1977,2,24,333.24
1977,2,25,333.28
1977,2,26,333.25
1977,2,27,333.74
1977,2,28,333.52
1977,3,1,334.67
1977,3,3,334.79
1977,3,5,335.05
1977,3,6,334.69
1977,3,7,333.69
1977,3,8,333.79
1977,3,10,334.62
1977,3,12,334.72
1977,3,13,334.8
1977,3,14,335.36
1977,3,15,335.35
1977,3,17,335.51
1977,3,19,334.95
1977,3,20,335.65
1977,3,21,336.1
1977,3,22,335.38
1977,3,23,335.09
1977,3,24,335.28
1977,3,26,334.42
1977,3,27,334.96
1977,3,29,335.43
1977,3,30,335.09
1977,3,31,335.22
1977,4,4,336.34
1977,4,6,335.73
1977,4,7,335.97
1977,4,11,335.42
1977,4,12,335.2
1977,4,13,335.43
1977,4,14,336.1
1977,4,16,337.09
1977,4,17,336.61
1977,4,18,335.71
1977,4,19,336.04
1977,4,20,336.2
1977,4,21,336.26
1977,4,22,336.33
1977,4,23,337.02
1977,4,24,336.15
1977,4,26,336.57
1977,4,27,336.57
1977,4,28,336.04
1977,4,30,337.63
1977,5,1,336.84
1977,5,3,337.4
1977,5,7,336.77
1977,5,11,336.74
1977,5,13,336.13
1977,5,14,336.87
1977,5,15,337.19
1977,5,18,337.44
1977,5,20,336.92
1977,5,21,336.84
1977,5,22,337.25
1977,5,23,337.03
1977,5,24,337.26
1977,5,25,337.06
1977,5,26,336.92
1977,5,27,336.62
1977,5,28,336.81
1977,5,29,336.76
1977,5,30,336.64
1977,5,31,336.85
1977,6,2,336.69
1977,6,3,336.6
1977,6,4,336.24
1977,6,5,336.02
1977,6,7,336.56
1977,6,8,336.17
1977,6,9,336.15
1977,6,10,336.02
1977,6,11,336.26
1977,6,12,336.13
1977,6,13,336.09
1977,6,16,335.94
1977,6,17,336.2
1977,6,18,335.71
1977,6,19,335.51
1977,6,22,337.03
1977,6,23,336.85
1977,6,24,336.59
1977,6,25,335.71
1977,6,26,335.66
1977,6,27,335.8
1977,6,28,336.0
1977,6,30,335.77
1977,7,1,335.73
1977,7,2,335.46
1977,7,3,335.62
1977,7,6,335.47
1977,7,7,335.28
1977,7,12,335.05
1977,7,13,335.92
1977,7,14,335.14
1977,7,15,335.02
1977,7,16,335.05
1977,7,17,334.95
1977,7,20,334.5
1977,7,23,334.36
1977,7,24,334.21
1977,7,25,334.27
1977,7,26,334.22
1977,7,28,333.88
1977,7,29,334.13
1977,7,30,333.87
1977,7,31,334.04
1977,8,2,333.53
1977,8,4,333.53
1977,8,5,333.2
1977,8,6,332.79
1977,8,7,333.0
1977,8,8,332.88
1977,8,9,332.4
1977,8,10,331.83
1977,8,12,332.58
1977,8,14,332.9
1977,8,15,332.73
1977,8,19,332.9
1977,8,24,332.33
1977,8,25,331.56
1977,8,26,331.57
1977,8,28,332.68
1977,8,29,332.33
1977,8,31,332.29
1977,9,1,332.26
1977,9,2,331.69
1977,9,7,331.52
1977,9,8,331.54
1977,9,9,330.49
1977,9,11,331.14
1977,9,12,331.16
1977,9,13,331.82
1977,9,14,331.24
1977,9,15,331.72
1977,9,16,331.55
1977,9,17,331.73
1977,9,18,331.1
1977,9,23,330.0
1977,9,24,331.67
1977,9,27,330.74
1977,9,28,330.76
1977,9,29,331.02
1977,9,30,331.05
1977,10,1,331.1
1977,10,3,331.42
1977,10,4,330.95
1977,10,5,330.74
1977,10,6,330.73
1977,10,7,330.83
1977,10,8,330.95
1977,10,11,331.37
1977,10,12,331.4
1977,10,13,331.65
1977,10,14,331.75
1977,10,16,331.44
1977,10,18,331.28
1977,10,21,331.25
1977,10,22,331.13
1977,10,23,330.92
1977,10,24,331.37
1977,10,25,331.39
1977,10,26,331.36
1977,10,27,331.35
1977,10,28,331.37
1977,10,29,331.8
1977,10,30,331.94
1977,11,4,331.69
1977,11,5,332.01
1977,11,6,332.04
1977,11,7,332.04
1977,11,9,331.99
1977,11,10,331.85
1977,11,11,332.28
1977,11,12,332.27
1977,11,13,332.78
1977,11,16,332.47
1977,11,18,332.37
1977,11,19,332.49
1977,11,20,332.63
1977,11,21,332.52
1977,11,23,334.04
1977,11,24,333.9
1977,11,25,332.86
1977,11,26,332.69
1977,11,27,332.79
1977,11,28,332.9
1977,11,30,332.46
1977,12,1,332.49
1977,12,2,332.63
1977,12,4,333.32
1977,12,6,333.02
1977,12,7,333.09
1977,12,8,333.05
1977,12,9,333.49
1977,12,10,334.07
1977,12,13,333.5
1977,12,14,333.08
1977,12,15,333.41
1977,12,16,333.8
1977,12,17,333.23
1977,12,18,333.75
1977,12,19,333.61
1977,12,20,334.08
1977,12,21,333.92
1977,12,22,333.75
1977,12,23,334.73
1977,12,24,334.4
1977,12,25,333.67
1977,12,26,333.8
1977,12,29,334.51
1977,12,30,333.89
1977,12,31,333.97
1978,1,1,334.26
1978,1,4,334.88
1978,1,5,334.78
1978,1,6,334.7
1978,1,10,334.06
1978,1,11,334.72
1978,1,12,334.67
1978,1,13,334.55
1978,1,14,334.81
1978,1,15,334.98
1978,1,16,334.85
1978,1,17,334.57
1978,1,18,335.67
1978,1,21,334.64
1978,1,24,335.49
1978,1,25,335.56
1978,1,26,335.01
1978,1,27,335.73
1978,1,28,336.59
1978,1,29,334.66
1978,1,30,334.38
1978,1,31,335.93
1978,2,2,335.4
1978,2,3,335.16
1978,2,4,335.81
1978,2,5,334.59
1978,2,6,334.31
1978,2,7,334.48
1978,2,8,334.78
1978,2,9,334.95
1978,2,10,335.33
1978,2,12,335.1
1978,2,13,335.02
1978,2,14,334.99
1978,2,15,335.2
1978,2,16,335.81
1978,2,17,335.65
1978,2,19,336.07
1978,2,20,335.04
1978,2,21,334.71
1978,2,22,334.88
1978,2,23,335.94
1978,2,24,335.91
1978,2,25,335.95
1978,2,26,334.98
1978,2,27,336.51
1978,2,28,335.09
1978,3,1,335.14
1978,3,2,336.86
1978,3,3,336.78
1978,3,4,336.3
1978,3,5,336.17
1978,3,6,336.18
1978,3,7,335.98
1978,3,8,335.46
1978,3,9,336.23
1978,3,10,336.22
1978,3,11,336.19
1978,3,12,336.42
1978,3,13,335.69
1978,3,14,336.94
1978,3,16,336.82
1978,3,17,337.68
1978,3,18,336.81
1978,3,20,336.76
1978,3,22,336.73
1978,3,23,336.67
1978,3,24,336.8
1978,3,25,337.58
1978,3,26,337.45
1978,3,27,338.01
1978,3,28,337.44
1978,3,29,335.87
1978,3,30,336.6
1978,3,31,338.36
1978,4,2,337.74
1978,4,4,336.75
1978,4,5,336.96
1978,4,6,337.86
1978,4,12,337.85
1978,4,13,338.06
1978,4,14,337.81
1978,4,15,338.28
1978,4,16,337.93
1978,4,18,337.63
1978,4,20,337.0
1978,4,21,337.17
1978,4,22,338.39
1978,4,23,337.75
1978,4,26,337.67
1978,4,27,337.77
1978,4,29,338.3
1978,4,30,338.29
1978,5,1,338.37
1978,5,3,338.47
1978,5,4,337.78
1978,5,5,338.42
1978,5,8,337.84
1978,5,9,337.52
1978,5,10,337.45
1978,5,11,338.1
1978,5,12,338.77
1978,5,13,338.47
1978,5,14,338.2
1978,5,15,338.45
1978,5,16,337.56
1978,5,17,338.74
1978,5,18,337.56
1978,5,19,337.25
1978,5,20,337.45
1978,5,21,337.69
1978,5,22,337.91
1978,5,23,338.27
1978,5,24,337.7
1978,5,27,337.37
1978,5,28,338.03
1978,5,29,338.48
1978,5,30,338.35
1978,5,31,338.35
1978,6,2,338.87
1978,6,3,338.54
1978,6,4,338.62
1978,6,7,338.29
1978,6,11,338.08
1978,6,12,338.03
1978,6,13,338.48
1978,6,15,337.93
1978,6,16,338.06
1978,6,20,337.6
1978,6,22,337.92
1978,6,24,337.33
1978,6,25,337.44
1978,6,26,337.28
1978,6,27,337.27
1978,6,29,337.55
1978,6,30,337.83
1978,7,6,336.45
1978,7,7,336.96
1978,7,8,336.66
1978,7,10,337.24
1978,7,11,336.94
1978,7,12,336.79
1978,7,13,336.64
1978,7,14,336.64
1978,7,15,336.51
1978,7,16,337.09
1978,7,18,336.81
1978,7,19,335.77
1978,7,21,336.01
1978,7,22,336.02
1978,7,23,336.24
1978,7,25,335.76
1978,7,26,335.62
1978,7,27,336.13
1978,7,28,335.55
1978,7,30,335.95
1978,7,31,335.41
1978,8,1,335.53
1978,8,2,335.05
1978,8,4,335.42
1978,8,5,335.15
1978,8,6,335.21
1978,8,7,334.79
1978,8,8,334.54
1978,8,9,334.56
1978,8,10,334.27
1978,8,11,334.52
1978,8,12,334.7
1978,8,13,335.03
1978,8,14,334.83
1978,8,15,334.65
1978,8,18,334.24
1978,8,22,334.34
1978,8,26,334.06
1978,8,30,333.67
1978,8,31,333.73
1978,9,1,333.94
1978,9,6,331.99
1978,9,7,332.94
1978,9,9,333.53
1978,9,10,331.56
1978,9,11,331.48
1978,9,12,331.9
1978,9,13,331.47
1978,9,15,332.33
1978,9,16,332.37
1978,9,19,331.26
1978,9,20,332.16
1978,9,23,331.82
1978,9,24,332.41
1978,9,27,332.5
1978,9,29,333.31
1978,9,30,332.95
1978,10,1,332.15
1978,10,2,332.55
1978,10,3,332.44
1978,10,5,331.89
1978,10,6,332.06
1978,10,8,332.06
1978,10,9,332.39
1978,10,10,331.64
1978,10,13,331.6
1978,10,14,331.87
1978,10,15,332.39
1978,10,16,332.72
1978,10,17,332.37
1978,10,20,333.2
1978,10,22,332.69
1978,10,23,333.09
1978,10,24,332.58
1978,10,25,332.7
1978,10,26,332.89
1978,10,28,332.86
1978,10,30,332.7
1978,11,2,333.26
1978,11,3,333.58
1978,11,4,333.33
1978,11,7,333.31
1978,11,8,333.77
1978,11,9,333.56
1978,11,10,333.56
1978,11,11,333.66
1978,11,12,333.57
1978,11,13,333.61
1978,11,14,333.58
1978,11,15,333.64
1978,11,16,333.77
1978,11,17,333.51
1978,11,18,333.59
1978,11,19,333.64
1978,11,20,334.36
1978,11,21,334.61
1978,11,22,334.12
1978,11,24,333.76
1978,11,25,334.25
1978,11,26,334.13
1978,11,27,333.87
1978,11,28,334.21
1978,12,1,334.41
1978,12,4,334.08
1978,12,5,334.47
1978,12,6,334.73
1978,12,7,334.47
1978,12,8,334.54
1978,12,10,334.67
1978,12,11,334.48
1978,12,13,335.38
1978,12,14,335.05
1978,12,15,335.13
1978,12,16,335.04
1978,12,17,334.57
1978,12,18,335.11
1978,12,20,335.09
1978,12,21,335.14
1978,12,22,336.02
1978,12,23,335.62
1978,12,24,334.94
1978,12,25,334.95
1978,12,26,334.92
1978,12,27,335.55
1978,12,28,335.01
1978,12,29,335.1
1978,12,30,335.05
1978,12,31,335.43
1979,1,1,335.2
1979,1,2,335.26
1979,1,3,335.08
1979,1,4,335.19
1979,1,5,335.08
1979,1,6,335.13
1979,1,7,335.33
1979,1,8,335.56
1979,1,9,335.03
1979,1,10,335.15
1979,1,11,335.36
1979,1,12,335.56
1979,1,13,336.39
1979,1,14,336.65
1979,1,15,337.79
1979,1,16,336.12
1979,1,17,336.44
1979,1,18,336.66
1979,1,19,336.39
1979,1,20,336.4
1979,1,21,336.9
1979,1,23,337.59
1979,1,24,337.03
1979,1,25,336.46
1979,1,26,336.68
1979,1,30,337.16
1979,1,31,337.26
1979,2,1,336.93
1979,2,2,336.71
1979,2,4,336.57
1979,2,5,337.01
1979,2,6,336.61
1979,2,7,336.89
1979,2,9,336.28
1979,2,10,336.26
1979,2,11,336.58
1979,2,12,336.95
1979,2,13,336.77
1979,2,14,336.46
1979,2,15,336.2
1979,2,16,336.2
1979,2,17,336.49
1979,2,18,336.88
1979,2,19,337.07
1979,2,20,337.17
1979,2,21,336.88
1979,2,22,336.75
1979,2,23,336.06
1979,2,24,336.68
1979,2,26,337.01
1979,2,27,336.98
1979,2,28,336.89
1979,3,2,336.72
1979,3,3,336.9
1979,3,4,337.78
1979,3,6,337.31
1979,3,7,337.87
1979,3,8,337.91
1979,3,9,338.54
1979,3,10,338.19
1979,3,12,338.24
1979,3,14,337.41
1979,3,16,338.65
1979,3,20,337.22
1979,3,22,338.96
1979,3,24,339.77
1979,3,25,339.56
1979,3,26,339.57
1979,3,27,338.84
1979,3,28,338.35
1979,3,29,338.05
1979,3,30,339.12
1979,3,31,339.28
1979,4,1,338.87
1979,4,3,338.32
1979,4,4,337.19
1979,4,6,337.2
1979,4,8,339.13
1979,4,9,339.15
1979,4,12,338.59
1979,4,13,339.0
1979,4,14,337.94
1979,4,15,338.42
1979,4,16,339.03
1979,4,17,338.4
1979,4,18,338.66
